Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 1 Temperature,Cell 2 Current,Cell 2 Voltage,Cell 2 Temperature,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temperature,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temperature,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temperature,Cell 9 Current,Cell 9 Voltage,Cell 9 Temperature,Cell 10 Current,Cell 10 Voltage,Cell 10 Temperature,Cell 11 Current,Cell 11 Voltage,Cell 11 Temperature,Cell 12 Current,Cell 12 Voltage,Cell 12 Temperature,Cell 13 Current,Cell 13 Voltage,Cell 13 Temperature,Cell 14 Current,Cell 14 Voltage,Cell 14 Temperature,Cell 15 Current,Cell 15 Voltage,Cell 15 Temperature,Cell 16 Current,Cell 16 Voltage,Cell 16 Temperature
08-29-2025-Fri 12-06-57-PM,-0.2,0.792,19.9545,0.1,0.828,,-0.4,0.976,20.2246,-0.2,0.804,,-0.4,0.796,20.6641,-0.1,0.836,,-0.4,0.8,20.3262,-0.3,0.796,,-0.2,0.792,,0.1,0.828,19.6844,-0.4,0.976,,-0.2,0.804,19.6505,-0.4,0.796,,-0.1,0.836,19.3126,-0.4,0.8,,-0.3,0.796,16.7477
08-29-2025-Fri 12-07-00-PM,-0.2,0.792,19.9545,-0.1,0.828,,-0.3,0.968,20.1238,-0.3,0.8,,-0.3,0.796,20.6641,-0.2,0.832,,-0.1,0.8,20.3262,-0.1,0.796,,-0.2,0.792,,-0.1,0.828,19.6505,-0.3,0.968,,-0.3,0.8,19.6166,-0.3,0.796,,-0.2,0.832,19.3126,-0.1,0.8,,-0.1,0.796,16.7138
08-29-2025-Fri 12-07-02-PM,-0.3,0.792,19.8537,-0.1,0.82,,-0.3,0.964,20.09,-0.1,0.804,,-0.3,0.792,20.6302,0.0,0.832,,0.0,0.796,20.2593,-0.3,0.796,,-0.3,0.792,,-0.1,0.82,19.5836,-0.3,0.964,,-0.1,0.804,19.5836,-0.3,0.792,,0.0,0.832,19.2796,0.0,0.796,,-0.3,0.796,16.6799
08-29-2025-Fri 12-07-05-PM,0.0,0.792,19.8876,-0.1,0.824,,0.0,0.96,20.09,-0.2,0.8,,-0.4,0.796,20.5625,-0.2,0.828,,-0.4,0.796,20.2246,-0.3,0.796,,0.0,0.792,,-0.1,0.824,19.5836,0.0,0.96,,-0.2,0.8,19.5158,-0.4,0.796,,-0.2,0.828,19.2457,-0.4,0.796,,-0.3,0.796,16.613
08-29-2025-Fri 12-07-07-PM,-0.1,0.792,19.8876,-0.1,0.816,,-0.1,0.952,19.9545,-0.5,0.796,,-0.8,0.792,20.5625,-0.4,0.828,,-0.2,0.796,20.1577,-0.3,0.792,,-0.1,0.792,,-0.1,0.816,19.5497,-0.1,0.952,,-0.5,0.796,19.482,-0.8,0.792,,-0.4,0.828,19.2119,-0.2,0.796,,-0.3,0.792,16.613
08-29-2025-Fri 12-07-09-PM,-0.1,0.792,19.7182,-0.3,0.816,,-0.1,0.943999,20.0222,0.0,0.8,,-0.3,0.792,20.5286,0.0,0.824,,-0.4,0.792,20.1238,-0.2,0.796,,-0.1,0.792,,-0.3,0.816,19.482,-0.1,0.943999,,0.0,0.8,19.4142,-0.3,0.792,,0.0,0.824,19.178,-0.4,0.792,,-0.2,0.796,16.5453
08-29-2025-Fri 12-07-12-PM,-0.2,0.792,19.7521,-0.2,0.812,,-0.2,0.94,19.9545,-0.3,0.8,,-0.3,0.792,20.4955,0.1,0.824,,-0.2,0.796,20.0561,-0.1,0.796,,-0.2,0.792,,-0.2,0.812,19.4481,-0.2,0.94,,-0.3,0.8,19.3465,-0.3,0.792,,0.1,0.824,19.1441,-0.2,0.796,,-0.1,0.796,16.4776
08-29-2025-Fri 12-07-14-PM,-0.1,0.792,19.6505,-0.2,0.808,,-0.3,0.936,19.9206,-0.2,0.8,,-0.2,0.788,20.4617,-0.4,0.82,,-0.3,0.792,20.0561,-0.1,0.792,,-0.1,0.792,,-0.2,0.808,19.4142,-0.3,0.936,,-0.2,0.8,19.3126,-0.2,0.788,,-0.4,0.82,19.1103,-0.3,0.792,,-0.1,0.792,16.4437
08-29-2025-Fri 12-07-16-PM,-0.1,0.792,19.5836,-0.3,0.808,,0.1,0.928,19.8876,-0.1,0.796,,-0.6,0.792,20.3939,-0.4,0.816,,-0.1,0.792,19.9884,-0.1,0.792,,-0.1,0.792,,-0.3,0.808,19.3804,0.1,0.928,,-0.1,0.796,19.2457,-0.6,0.792,,-0.4,0.816,19.0764,-0.1,0.792,,-0.1,0.792,16.4106
08-29-2025-Fri 12-07-19-PM,0.1,0.792,19.5158,-0.1,0.804,,0.0,0.924,19.8537,0.1,0.8,,-0.4,0.792,20.3939,-0.2,0.816,,-0.2,0.792,19.9206,-0.2,0.792,,0.1,0.792,,-0.1,0.804,19.3126,0.0,0.924,,0.1,0.8,19.2119,-0.4,0.792,,-0.2,0.816,19.0433,-0.2,0.792,,-0.2,0.792,16.3429
08-29-2025-Fri 12-07-21-PM,0.1,0.792,19.5836,-0.2,0.8,,-0.3,0.92,19.8198,-0.4,0.796,,-0.3,0.792,20.3262,-0.2,0.808,,-0.4,0.792,19.8876,-0.2,0.796,,0.1,0.792,,-0.2,0.8,19.2796,-0.3,0.92,,-0.4,0.796,19.1441,-0.3,0.792,,-0.2,0.808,19.0095,-0.4,0.792,,-0.2,0.796,16.3429
08-29-2025-Fri 12-07-24-PM,-0.2,0.796,19.4142,0.0,0.804,,-0.2,0.912,19.786,-0.2,0.8,,-0.1,0.788,20.3262,0.1,0.812,,-0.3,0.792,19.8876,-0.3,0.792,,-0.2,0.796,,0.0,0.804,19.2119,-0.2,0.912,,-0.2,0.8,19.1103,-0.1,0.788,,0.1,0.812,18.9756,-0.3,0.792,,-0.3,0.792,16.309
08-29-2025-Fri 12-07-26-PM,-0.3,0.792,19.4481,-0.1,0.804,,0.0,0.908,19.786,-0.4,0.796,,-0.5,0.788,20.2923,-0.3,0.808,,-0.3,0.792,19.8198,-0.3,0.792,,-0.3,0.792,,-0.1,0.804,19.178,0.0,0.908,,-0.4,0.796,19.0433,-0.5,0.788,,-0.3,0.808,18.9756,-0.3,0.792,,-0.3,0.792,16.2413
08-29-2025-Fri 12-07-29-PM,-0.3,0.792,19.3465,-0.5,0.8,,-0.2,0.904,19.6844,-0.3,0.8,,-0.2,0.788,20.2593,-0.3,0.808,,-0.3,0.792,19.786,-0.2,0.796,,-0.3,0.792,,-0.5,0.8,19.1441,-0.2,0.904,,-0.3,0.8,19.0095,-0.2,0.788,,-0.3,0.808,18.9417,-0.3,0.792,,-0.2,0.796,16.2082
08-29-2025-Fri 12-07-31-PM,-0.3,0.792,19.3804,0.0,0.8,,-0.2,0.9,19.6844,-0.3,0.796,,-0.3,0.788,20.2246,0.0,0.804,,0.1,0.792,19.7521,-0.1,0.792,,-0.3,0.792,,0.0,0.8,19.1103,-0.2,0.9,,-0.3,0.796,18.9417,-0.3,0.788,,0.0,0.804,18.9079,0.1,0.792,,-0.1,0.792,16.2082
08-29-2025-Fri 12-07-33-PM,0.0,0.792,19.2796,0.1,0.8,,0.0,0.896,19.6505,-0.3,0.8,,-0.2,0.788,20.1577,0.0,0.804,,-0.5,0.796,19.7182,-0.2,0.796,,0.0,0.792,,0.1,0.8,19.0433,0.0,0.896,,-0.3,0.8,18.9079,-0.2,0.788,,0.0,0.804,18.9079,-0.5,0.796,,-0.2,0.796,16.1066
08-29-2025-Fri 12-07-36-PM,0.0,0.788,19.2457,-0.2,0.8,,-0.2,0.892,19.5836,-0.3,0.8,,-0.2,0.792,20.1238,-0.4,0.804,,-0.1,0.792,19.6505,0.0,0.792,,0.0,0.788,,-0.2,0.8,19.0095,-0.2,0.892,,-0.3,0.8,18.8401,-0.2,0.792,,-0.4,0.804,18.874,-0.1,0.792,,0.0,0.792,16.0728
08-29-2025-Fri 12-07-38-PM,-0.1,0.792,19.2119,-0.3,0.8,,0.0,0.884,19.5836,-0.4,0.8,,-0.3,0.784,20.1238,-0.2,0.804,,-0.2,0.792,19.6505,-0.1,0.792,,-0.1,0.792,,-0.3,0.8,18.9756,0.0,0.884,,-0.4,0.8,18.8401,-0.3,0.784,,-0.2,0.804,18.8401,-0.2,0.792,,-0.1,0.792,16.0728
08-29-2025-Fri 12-07-41-PM,,,19.1103,,,,,,19.5158,,,,,,20.09,,,,,,19.5497,,,,,,,,,18.9079,,,,,,18.7724,,,,,,18.8071,,,,,,16.0058
08-29-2025-Fri 12-07-43-PM,-0.4,0.792,19.0433,0.0,0.8,,-0.2,0.876,19.482,-0.4,0.796,,-0.4,0.788,19.9884,-0.1,0.8,,-0.4,0.792,19.5158,-0.3,0.792,,-0.4,0.792,,0.0,0.8,18.874,-0.2,0.876,,-0.4,0.796,18.7393,-0.4,0.788,,-0.1,0.8,18.7724,-0.4,0.792,,-0.3,0.792,15.9712
08-29-2025-Fri 12-07-46-PM,-0.1,0.792,19.0095,-0.1,0.8,,-0.2,0.868,19.4481,0.0,0.8,,-0.2,0.788,19.9884,-0.5,0.804,,-0.3,0.792,19.482,-0.2,0.792,,-0.1,0.792,,-0.1,0.8,18.8401,-0.2,0.868,,0.0,0.8,18.7055,-0.2,0.788,,-0.5,0.804,18.7393,-0.3,0.792,,-0.2,0.792,15.9381
08-29-2025-Fri 12-07-48-PM,-0.3,0.792,19.0433,-0.2,0.8,,-0.3,0.864,19.4142,-0.2,0.8,,-0.2,0.788,19.9206,-0.1,0.8,,-0.3,0.792,19.4481,-0.1,0.792,,-0.3,0.792,,-0.2,0.8,18.8071,-0.3,0.864,,-0.2,0.8,18.6377,-0.2,0.788,,-0.1,0.8,18.7724,-0.3,0.792,,-0.1,0.792,15.8704
08-29-2025-Fri 12-07-50-PM,-0.2,0.792,19.0433,0.0,0.8,,-0.1,0.86,19.3804,-0.4,0.8,,-0.3,0.788,19.9206,0.0,0.8,,-0.2,0.792,19.4142,-0.1,0.792,,-0.2,0.792,,0.0,0.8,18.7393,-0.1,0.86,,-0.4,0.8,18.6039,-0.3,0.788,,0.0,0.8,18.7055,-0.2,0.792,,-0.1,0.792,15.8365
08-29-2025-Fri 12-07-53-PM,-0.2,0.792,18.9079,-0.1,0.8,,-0.3,0.856,19.3804,-0.4,0.8,,-0.5,0.788,19.8876,-0.2,0.8,,-0.3,0.792,19.3804,-0.1,0.792,,-0.2,0.792,,-0.1,0.8,18.6716,-0.3,0.856,,-0.4,0.8,18.57,-0.5,0.788,,-0.2,0.8,18.6716,-0.3,0.792,,-0.1,0.792,15.8026
08-29-2025-Fri 12-07-55-PM,-0.1,0.792,18.874,-0.1,0.8,,-0.3,0.856,19.2796,-0.3,0.8,,-0.2,0.784,19.8537,-0.2,0.796,,-0.1,0.792,19.3126,0.2,0.792,,-0.1,0.792,,-0.1,0.8,18.6716,-0.3,0.856,,-0.3,0.8,18.5361,-0.2,0.784,,-0.2,0.796,18.6377,-0.1,0.792,,0.2,0.792,15.8365
08-29-2025-Fri 12-07-57-PM,-0.2,0.792,18.8071,-0.1,0.8,,-0.2,0.848,19.3804,-0.3,0.796,,-0.3,0.788,19.786,-0.2,0.796,,-0.3,0.792,19.2457,-0.1,0.796,,-0.2,0.792,,-0.1,0.8,18.57,-0.2,0.848,,-0.3,0.796,18.5031,-0.3,0.788,,-0.2,0.796,18.6039,-0.3,0.792,,-0.1,0.796,15.7357
08-29-2025-Fri 12-08-00-PM,0.0,0.792,18.6716,-0.1,0.796,,-0.3,0.844,19.2796,-0.3,0.8,,-0.2,0.788,19.786,-0.1,0.8,,-0.4,0.792,19.2457,-0.1,0.792,,0.0,0.792,,-0.1,0.796,18.5361,-0.3,0.844,,-0.3,0.8,18.4684,-0.2,0.788,,-0.1,0.8,18.6039,-0.4,0.792,,-0.1,0.792,15.668
08-29-2025-Fri 12-08-02-PM,0.2,0.792,18.6039,-0.2,0.8,,0.0,0.84,19.2119,-0.2,0.8,,-0.1,0.784,19.7182,0.0,0.796,,-0.2,0.788,19.2119,-0.1,0.792,,0.2,0.792,,-0.2,0.8,18.5361,0.0,0.84,,-0.2,0.8,18.4353,-0.1,0.784,,0.0,0.796,18.57,-0.2,0.788,,-0.1,0.792,15.5672
08-29-2025-Fri 12-08-04-PM,0.1,0.788,18.7055,0.0,0.8,,-0.1,0.84,19.2119,0.0,0.796,,-0.1,0.788,19.7182,-0.5,0.796,,-0.2,0.792,19.178,0.0,0.792,,0.1,0.788,,0.0,0.8,18.4684,-0.1,0.84,,0.0,0.796,18.3676,-0.1,0.788,,-0.5,0.796,18.5361,-0.2,0.792,,0.0,0.792,15.4995
08-29-2025-Fri 12-08-07-PM,-0.2,0.792,18.7055,0.0,0.8,,0.0,0.836,19.178,-0.3,0.8,,-0.3,0.788,19.6505,-0.1,0.8,,-0.5,0.792,19.1441,-0.2,0.792,,-0.2,0.792,,0.0,0.8,18.4353,0.0,0.836,,-0.3,0.8,18.3676,-0.3,0.788,,-0.1,0.8,18.4684,-0.5,0.792,,-0.2,0.792,15.5333
08-29-2025-Fri 12-08-09-PM,-0.1,0.792,18.57,-0.1,0.8,,-0.2,0.836,19.1441,-0.4,0.8,,-0.2,0.788,19.6166,-0.2,0.8,,-0.3,0.792,19.1103,-0.2,0.796,,-0.1,0.792,,-0.1,0.8,18.3676,-0.2,0.836,,-0.4,0.8,18.3337,-0.2,0.788,,-0.2,0.8,18.4684,-0.3,0.792,,-0.2,0.796,15.4656
08-29-2025-Fri 12-08-11-PM,-0.2,0.788,18.5031,0.0,0.796,,-0.1,0.828,19.0433,-0.1,0.8,,-0.1,0.788,19.6505,0.0,0.796,,-0.3,0.788,19.0433,-0.2,0.792,,-0.2,0.788,,0.0,0.796,18.3337,-0.1,0.828,,-0.1,0.8,18.2999,-0.1,0.788,,0.0,0.796,18.4353,-0.3,0.788,,-0.2,0.792,15.3979
08-29-2025-Fri 12-08-14-PM,0.1,0.792,18.4684,0.0,0.8,,-0.4,0.824,19.0764,-0.4,0.8,,-0.1,0.784,19.5836,0.0,0.796,,-0.3,0.792,19.0095,-0.4,0.796,,0.1,0.792,,0.0,0.8,18.2999,-0.4,0.824,,-0.4,0.8,18.266,-0.1,0.784,,0.0,0.796,18.4015,-0.3,0.792,,-0.4,0.796,15.3979
08-29-2025-Fri 12-08-16-PM,-0.4,0.792,18.4015,0.3,0.796,,-0.3,0.824,19.0095,-0.3,0.8,,0.0,0.788,19.5158,-0.1,0.8,,-0.4,0.788,18.9756,-0.1,0.792,,-0.4,0.792,,0.3,0.796,18.233,-0.3,0.824,,-0.3,0.8,18.233,0.0,0.788,,-0.1,0.8,18.3676,-0.4,0.788,,-0.1,0.792,15.3648
08-29-2025-Fri 12-08-18-PM,-0.4,0.792,18.3337,-0.1,0.8,,-0.2,0.82,19.0095,-0.1,0.8,,-0.3,0.788,19.5158,-0.1,0.8,,-0.2,0.792,18.9417,-0.3,0.792,,-0.4,0.792,,-0.1,0.8,18.1991,-0.2,0.82,,-0.1,0.8,18.1991,-0.3,0.788,,-0.1,0.8,18.3676,-0.2,0.792,,-0.3,0.792,15.3309
08-29-2025-Fri 12-08-21-PM,-0.1,0.792,18.3676,-0.3,0.796,,-0.3,0.82,18.9417,-0.3,0.8,,-0.2,0.788,19.482,-0.1,0.796,,-0.3,0.792,18.9079,-0.1,0.792,,-0.1,0.792,,-0.3,0.796,18.1652,-0.3,0.82,,-0.3,0.8,18.1314,-0.2,0.788,,-0.1,0.796,18.3337,-0.3,0.792,,-0.1,0.792,15.3648
08-29-2025-Fri 12-08-23-PM,-0.3,0.792,18.2999,0.1,0.796,,-0.1,0.816,18.9079,-0.5,0.796,,-0.3,0.788,19.4142,-0.1,0.8,,0.0,0.792,18.874,-0.3,0.788,,-0.3,0.792,,0.1,0.796,18.0975,-0.1,0.816,,-0.5,0.796,18.1314,-0.3,0.788,,-0.1,0.8,18.3337,0.0,0.792,,-0.3,0.788,15.2971
08-29-2025-Fri 12-08-26-PM,-0.1,0.792,18.233,0.0,0.8,,-0.1,0.816,18.8401,-0.4,0.796,,-0.2,0.788,19.4142,-0.2,0.796,,-0.3,0.792,18.8401,-0.1,0.792,,-0.1,0.792,,0.0,0.8,18.0644,-0.1,0.816,,-0.4,0.796,18.0975,-0.2,0.788,,-0.2,0.796,18.266,-0.3,0.792,,-0.1,0.792,15.2293
08-29-2025-Fri 12-08-29-PM,-0.4,0.792,18.1652,-0.1,0.796,,-0.1,0.812,18.7055,0.0,0.796,,-0.3,0.788,19.3804,-0.2,0.8,,-0.4,0.792,18.7724,-0.1,0.792,,-0.4,0.792,,-0.1,0.796,18.0298,-0.1,0.812,,0.0,0.796,18.0298,-0.3,0.788,,-0.2,0.8,18.233,-0.4,0.792,,-0.1,0.792,15.2293
08-29-2025-Fri 12-08-31-PM,-0.1,0.792,18.1314,-0.3,0.8,,0.0,0.812,18.7724,-0.3,0.8,,-0.6,0.788,19.3126,0.0,0.8,,-0.2,0.792,18.7393,-0.2,0.792,,-0.1,0.792,,-0.3,0.8,17.9628,0.0,0.812,,-0.3,0.8,17.9967,-0.6,0.788,,0.0,0.8,18.233,-0.2,0.792,,-0.2,0.792,15.1285
08-29-2025-Fri 12-08-33-PM,Power On,,18.0975,,,,,,18.7393,,,,,,19.2796,,,,,,18.7055,,,,Power On,,,,,17.929,,,,,,17.9628,,,,,,18.1991,,,,,,15.0947
08-29-2025-Fri 12-08-36-PM,129.0,5.548,17.9967,117.8,5.552,,130.7,5.552,18.7055,107.1,5.62,,129.5,5.504,19.2796,111.1,5.592,,109.3,5.508,18.7393,102.2,5.508,,129.0,5.548,,117.8,5.552,17.8951,130.7,5.552,,107.1,5.62,17.9967,129.5,5.504,,111.1,5.592,18.1652,109.3,5.508,,102.2,5.508,15.0608
08-29-2025-Fri 12-08-38-PM,125.1,5.556,17.9967,114.4,5.564,,126.1,5.564,18.6716,106.4,5.624,,126.2,5.52,19.3126,108.0,5.6,,106.0,5.516,18.7055,100.7,5.516,,125.1,5.556,,114.4,5.564,17.8274,126.1,5.564,,106.4,5.624,17.9628,126.2,5.52,,108.0,5.6,18.1991,106.0,5.516,,100.7,5.516,15.0947
08-29-2025-Fri 12-08-40-PM,122.4,5.564,17.9628,112.4,5.572,,123.7,5.568,18.6039,104.9,5.632,,124.1,5.528,19.3804,105.8,5.608,,104.3,5.524,18.6716,99.2,5.524,,122.4,5.564,,112.4,5.572,17.8612,123.7,5.568,,104.9,5.632,17.929,124.1,5.528,,105.8,5.608,18.1991,104.3,5.524,,99.2,5.524,15.0269
08-29-2025-Fri 12-08-43-PM,120.7,5.568,17.9967,111.1,5.576,,122.1,5.572,18.57,104.1,5.632,,122.7,5.532,19.2796,104.4,5.612,,102.8,5.528,18.6716,98.8,5.528,,120.7,5.568,,111.1,5.576,17.8274,122.1,5.572,,104.1,5.632,17.8612,122.7,5.532,,104.4,5.612,18.1991,102.8,5.528,,98.8,5.528,14.9931
08-29-2025-Fri 12-08-45-PM,Power Off,,17.8612,,,,,,18.5361,,,,,,19.178,,,,,,18.6377,,,,Power Off,,,,,17.8274,,,,,,17.8612,,,,,,18.233,,,,,,14.9931
08-29-2025-Fri 12-08-48-PM,-0.2,2.076,17.8612,-0.1,2.272,,-0.2,2.064,18.57,0.1,1.896,,0.0,2.296,19.1441,-0.1,2.004,,-0.1,2.232,18.5361,-0.3,2.008,,-0.2,2.076,,-0.1,2.272,17.7266,-0.2,2.064,,0.1,1.896,17.8274,0.0,2.296,,-0.1,2.004,18.1652,-0.1,2.232,,-0.3,2.008,14.96
08-29-2025-Fri 12-08-50-PM,0.0,1.94,17.8612,-0.1,2.128,,-0.2,1.928,18.5031,-0.2,1.756,,-0.4,2.16,19.0764,-0.1,1.844,,0.0,2.084,18.5031,0.2,1.872,,0.0,1.94,,-0.1,2.128,17.7266,-0.2,1.928,,-0.2,1.756,17.8274,-0.4,2.16,,-0.1,1.844,18.1652,0.0,2.084,,0.2,1.872,14.8923
08-29-2025-Fri 12-08-52-PM,0.0,1.848,17.7604,0.0,2.04,,-0.4,1.852,18.5361,-0.1,1.68,,-0.2,2.068,19.0764,-0.1,1.752,,-0.2,2.0,18.4353,-0.2,1.792,,0.0,1.848,,0.0,2.04,17.6927,-0.4,1.852,,-0.1,1.68,17.7604,-0.2,2.068,,-0.1,1.752,18.1314,-0.2,2.0,,-0.2,1.792,14.8923
08-29-2025-Fri 12-08-55-PM,0.0,1.784,17.7604,-0.2,1.972,,-0.5,1.804,18.4353,-0.1,1.624,,-0.2,1.992,19.0433,-0.2,1.692,,0.0,1.932,18.4353,0.0,1.732,,0.0,1.784,,-0.2,1.972,17.6588,-0.5,1.804,,-0.1,1.624,17.7266,-0.2,1.992,,-0.2,1.692,18.0975,0.0,1.932,,0.0,1.732,14.8584
08-29-2025-Fri 12-08-57-PM,0.2,1.74,17.7604,0.0,1.92,,-0.1,1.768,18.5361,0.0,1.572,,-0.3,1.936,19.0433,-0.3,1.64,,-0.2,1.884,18.4015,0.0,1.692,,0.2,1.74,,0.0,1.92,17.625,-0.1,1.768,,0.0,1.572,17.7266,-0.3,1.936,,-0.3,1.64,18.0644,-0.2,1.884,,0.0,1.692,14.7907
08-29-2025-Fri 12-09-00-PM,0.2,1.696,17.6588,-0.2,1.876,,-0.3,1.728,18.3676,-0.2,1.528,,-0.2,1.884,19.0095,0.2,1.596,,0.0,1.832,18.3337,-0.3,1.644,,0.2,1.696,,-0.2,1.876,17.558,-0.3,1.728,,-0.2,1.528,17.6588,-0.2,1.884,,0.2,1.596,18.0298,0.0,1.832,,-0.3,1.644,14.8246
08-29-2025-Fri 12-09-02-PM,-0.2,1.664,17.6588,0.1,1.836,,-0.1,1.704,18.4015,-0.1,1.488,,-0.3,1.84,19.0095,0.1,1.564,,0.0,1.796,18.3337,-0.2,1.62,,-0.2,1.664,,0.1,1.836,17.5234,-0.1,1.704,,-0.1,1.488,17.625,-0.3,1.84,,0.1,1.564,17.9967,0.0,1.796,,-0.2,1.62,14.7576
08-29-2025-Fri 12-09-05-PM,0.2,1.64,17.6588,0.0,1.808,,-0.1,1.68,18.2999,0.0,1.456,,-0.2,1.812,18.9417,-0.2,1.536,,-0.1,1.764,18.266,0.0,1.588,,0.2,1.64,,0.0,1.808,17.4903,-0.1,1.68,,0.0,1.456,17.5911,-0.2,1.812,,-0.2,1.536,17.9628,-0.1,1.764,,0.0,1.588,14.7238
08-29-2025-Fri 12-09-07-PM,0.1,1.612,17.558,-0.1,1.78,,-0.2,1.664,18.3337,-0.1,1.424,,-0.1,1.776,18.9079,0.1,1.512,,-0.1,1.736,18.266,-0.2,1.564,,0.1,1.612,,-0.1,1.78,17.4565,-0.2,1.664,,-0.1,1.424,17.558,-0.1,1.776,,0.1,1.512,17.9628,-0.1,1.736,,-0.2,1.564,14.6899
08-29-2025-Fri 12-09-09-PM,0.1,1.584,17.4903,-0.1,1.756,,-0.2,1.64,18.3337,-0.3,1.392,,-0.4,1.748,18.874,0.0,1.484,,-0.1,1.708,18.233,0.1,1.544,,0.1,1.584,,-0.1,1.756,17.4226,-0.2,1.64,,-0.3,1.392,17.4903,-0.4,1.748,,0.0,1.484,17.929,-0.1,1.708,,0.1,1.544,14.6222
08-29-2025-Fri 12-09-12-PM,0.1,1.564,17.4565,-0.1,1.728,,-0.2,1.632,18.233,-0.3,1.364,,-0.3,1.72,18.874,0.2,1.464,,-0.1,1.684,18.1991,-0.1,1.524,,0.1,1.564,,-0.1,1.728,17.3887,-0.2,1.632,,-0.3,1.364,17.4903,-0.3,1.72,,0.2,1.464,17.8612,-0.1,1.684,,-0.1,1.524,14.6222
08-29-2025-Fri 12-09-14-PM,-0.1,1.548,17.3887,0.0,1.704,,-0.4,1.616,18.233,-0.1,1.332,,-0.3,1.696,18.8071,-0.3,1.44,,-0.3,1.66,18.1314,0.0,1.504,,-0.1,1.548,,0.0,1.704,17.321,-0.4,1.616,,-0.1,1.332,17.4226,-0.3,1.696,,-0.3,1.44,17.8951,-0.3,1.66,,0.0,1.504,14.5883
08-29-2025-Fri 12-09-17-PM,-0.2,1.524,17.2871,-0.4,1.68,,-0.3,1.596,18.233,-0.2,1.3,,-0.4,1.672,18.8071,-0.4,1.42,,-0.1,1.64,18.1314,-0.1,1.488,,-0.2,1.524,,-0.4,1.68,17.2871,-0.3,1.596,,-0.2,1.3,17.3887,-0.4,1.672,,-0.4,1.42,17.8612,-0.1,1.64,,-0.1,1.488,14.5214
08-29-2025-Fri 12-09-19-PM,0.1,1.508,17.321,0.0,1.656,,-0.1,1.584,18.233,0.0,1.272,,0.0,1.652,18.7393,-0.2,1.4,,0.0,1.616,18.0975,-0.2,1.468,,0.1,1.508,,0.0,1.656,17.2541,-0.1,1.584,,0.0,1.272,17.3549,0.0,1.652,,-0.2,1.4,17.7935,0.0,1.616,,-0.2,1.468,14.4536
08-29-2025-Fri 12-09-22-PM,0.1,1.492,17.2871,0.1,1.64,,-0.3,1.576,18.1314,-0.4,1.24,,-0.2,1.632,18.7393,-0.2,1.38,,-0.2,1.6,18.0644,0.0,1.452,,0.1,1.492,,0.1,1.64,17.1863,-0.3,1.576,,-0.4,1.24,17.321,-0.2,1.632,,-0.2,1.38,17.7935,-0.2,1.6,,0.0,1.452,14.4206
08-29-2025-Fri 12-09-24-PM,0.0,1.48,17.1863,0.0,1.616,,-0.2,1.56,18.1314,-0.5,1.216,,-0.1,1.612,18.6716,0.0,1.368,,-0.1,1.58,18.0298,-0.1,1.436,,0.0,1.48,,0.0,1.616,17.1525,-0.2,1.56,,-0.5,1.216,17.2871,-0.1,1.612,,0.0,1.368,17.7604,-0.1,1.58,,-0.1,1.436,14.3867
08-29-2025-Fri 12-09-27-PM,0.1,1.46,17.1186,-0.3,1.592,,-0.1,1.548,18.0975,-0.2,1.184,,-0.3,1.588,18.6716,0.0,1.348,,-0.1,1.56,17.9967,0.1,1.416,,0.1,1.46,,-0.3,1.592,17.1186,-0.1,1.548,,-0.2,1.184,17.2202,-0.3,1.588,,0.0,1.348,17.7604,-0.1,1.56,,0.1,1.416,14.3528
08-29-2025-Fri 12-09-31-PM,,,17.1186,,,,,,17.9967,,,,,,18.6377,,,,,,17.9628,,,,,,,,,17.0847,,,,,,17.1863,,,,,,17.7266,,,,,,14.2851
08-29-2025-Fri 12-09-34-PM,-0.1,1.42,17.1186,-0.1,1.528,,-0.2,1.516,17.9628,-0.3,1.112,,-0.3,1.532,18.57,-0.1,1.304,,0.0,1.504,17.8951,-0.1,1.368,,-0.1,1.42,,-0.1,1.528,16.9839,-0.2,1.516,,-0.3,1.112,17.1186,-0.3,1.532,,-0.1,1.304,17.6588,0.0,1.504,,-0.1,1.368,14.2851
08-29-2025-Fri 12-09-36-PM,-0.1,1.4,17.017,-0.1,1.504,,-0.3,1.508,17.9967,-0.3,1.088,,-0.2,1.512,18.5361,0.0,1.284,,-0.3,1.488,17.8612,-0.5,1.348,,-0.1,1.4,,-0.1,1.504,16.9501,-0.3,1.508,,-0.3,1.088,17.1186,-0.2,1.512,,0.0,1.284,17.625,-0.3,1.488,,-0.5,1.348,14.2512
08-29-2025-Fri 12-09-39-PM,-0.2,1.388,16.9162,-0.1,1.484,,-0.1,1.5,17.8951,-0.4,1.064,,-0.3,1.492,18.5031,-0.4,1.272,,-0.3,1.472,17.8274,0.1,1.336,,-0.2,1.388,,-0.1,1.484,16.9501,-0.1,1.5,,-0.4,1.064,17.0517,-0.3,1.492,,-0.4,1.272,17.5911,-0.3,1.472,,0.1,1.336,14.2182
